"customer_id","customer_name","customer_email","customer_address","age","gender","occupation","policy_id","policy_type","policy_start_date"
1187,"Jillian Wood","charleskevin@example.com","94458 Kent Fort Suite 392
East Jacqueline, NH 24306",39,"Female","Trade union research officer",37,"LIFE_INSURANCE","2023-12-08"
2406,"Alison Adams","cassandrawalker@example.com","880 Myers Shores Suite 892
Lake Destinychester, OH 14647",48,"Male","Mudlogger",38,"LIFE_INSURANCE","2023-02-25"
4665,"Stephen Payne","andreahunter@example.net","4547 Fuller Road
Colinmouth, ID 66094",47,"Male","Trade mark attorney",39,"LIFE_INSURANCE","2022-07-27"
256,"Debra Juarez","steven01@example.com","735 Obrien Knolls
New Matthew, MN 12724",63,"Female","Surveyor, land/geomatics",40,"LIFE_INSURANCE","2023-01-31"
7472,"Sarah Mcmahon","christinapacheco@example.net","014 Tapia Fork Apt. 131
West Kennethshire, PR 14166",32,"Female","Press sub",41,"HEALTH_INSURANCE","2022-11-01"
2914,"Cindy Zuniga","quinnnancy@example.net","43816 Stevens Via
Port Nathanborough, SC 50865",42,"Female","Engineer, land",42,"HEALTH_INSURANCE","2023-01-27"
9671,"Evan Chapman","lopezethan@example.org","290 Braun Well
East Williamport, VI 06814",51,"Female","Product designer",43,"HEALTH_INSURANCE","2022-10-11"
5531,"Eric Hernandez","taylor44@example.org","56413 Schmidt Courts Suite 228
North Tabithaborough, RI 62177",25,"Female","Secretary, company",44,"AUTO_INSURANCE","2022-06-29"
5749,"Frank Cook","donnasullivan@example.com","38428 Sampson Forges Suite 637
Sandovalfort, AS 60772",22,"Female","Corporate investment banker",45,"AUTO_INSURANCE","2024-02-03"
1729,"Alexander Brennan","nrobertson@example.org","6121 Charles Cliffs
North Randy, WI 08885",47,"Female","Chief Marketing Officer",46,"HEALTH_INSURANCE","2023-12-01"
1053,"Melissa Wheeler","williambuchanan@example.net","497 Cynthia Unions
Lake Aprilview, CT 26246",32,"Male","Associate Professor",47,"LIFE_INSURANCE","2023-04-26"
505,"Christopher Hayes","cameronharris@example.com","09518 Marco Walk Apt. 502
East Louisport, RI 56787",49,"Male","Financial adviser",48,"HEALTH_INSURANCE","2022-08-28"
5651,"Melinda Daniel","angela69@example.com","USCGC Stone
FPO AA 92863",34,"Male","Field trials officer",49,"HEALTH_INSURANCE","2022-03-22"
6169,"Dustin Cunningham","herreraamy@example.com","6197 Edwards Tunnel
New Grace, FM 36870",24,"Female","Psychiatric nurse",50,"AUTO_INSURANCE","2023-06-07"
7242,"Robert Kirby","nunezbenjamin@example.org","4293 Gaines Track
Andersontown, WY 19586",49,"Male","Travel agency manager",51,"LIFE_INSURANCE","2023-12-04"
6102,"Tammy Wang","turnermichael@example.org","67455 Daniel Turnpike
New Carolyn, GA 35826",60,"Male","Engineer, manufacturing",52,"AUTO_INSURANCE","2022-11-16"
851,"William Carpenter","briantaylor@example.com","799 James Burgs
Calebhaven, MA 86016",56,"Female","Psychologist, clinical",53,"LIFE_INSURANCE","2023-11-01"
9972,"Shannon Kirk","econley@example.org","7041 Austin Flats
West Johnhaven, LA 66859",54,"Female","Investment analyst",54,"LIFE_INSURANCE","2023-11-17"
3826,"Melanie Mcpherson","heidiadams@example.com","9979 Hogan Course
Williamland, AS 12411",64,"Female","Therapist, nutritional",55,"LIFE_INSURANCE","2023-08-14"
4053,"Jennifer Cooper","eyoung@example.net","389 Dawn Summit Apt. 508
South Patriciabury, PA 84934",28,"Male","Air broker",56,"HEALTH_INSURANCE","2022-07-03"
1467,"Cynthia Larson DVM","qwong@example.org","5005 Ferguson Throughway Apt. 797
New Ralph, MO 67231",63,"Male","Programme researcher, broadcasting/film/video",57,"LIFE_INSURANCE","2024-03-15"
1999,"Annette Lyons","jared10@example.org","224 Goodwin Stream Apt. 102
South Gregory, ND 63945",58,"Female","Web designer",58,"AUTO_INSURANCE","2022-06-09"
9998,"Samuel Bray","larrymartinez@example.org","4356 Jennifer Meadow Suite 242
Kennethland, ND 09689",51,"Female","Chief of Staff",59,"AUTO_INSURANCE","2023-02-24"
6436,"Frederick Cook","julian49@example.net","76314 Vargas Knolls Apt. 818
East Andrew, ID 47430",44,"Male","Doctor, hospital",60,"HEALTH_INSURANCE","2022-07-10"
2377,"Thomas Adams","bellwilliam@example.com","2942 Katherine Shore Apt. 521
East Christina, AL 33810",58,"Female","Midwife",61,"AUTO_INSURANCE","2023-11-02"
5625,"Jason Leonard","linda79@example.org","332 Davis Viaduct
New Tammybury, VA 62742",43,"Female","Surveyor, minerals",62,"AUTO_INSURANCE","2022-08-03"
9202,"Katherine Leon DDS","pjones@example.com","065 Anderson Skyway
East Alexandra, HI 60642",28,"Male","Administrator, charities/voluntary organisations",63,"HEALTH_INSURANCE","2023-03-17"
7102,"Kathy Edwards","jeffwatson@example.net","4880 Sharon Gateway Apt. 222
Perryview, AL 78564",65,"Female","Tax adviser",64,"LIFE_INSURANCE","2023-07-28"
1804,"Susan Hayes","scottgonzalez@example.com","30874 Eric Vista
Johnmouth, TX 83776",49,"Female","Education administrator",65,"AUTO_INSURANCE","2023-09-03"
2781,"Christina Mccoy","qhamilton@example.com","39226 Mark Harbor Suite 260
West Matthewmouth, VA 63351",43,"Male","Interior and spatial designer",66,"AUTO_INSURANCE","2022-04-05"
7915,"Carlos Garcia","beckmelissa@example.com","172 Diaz Wall
Millerton, VI 93108",45,"Male","Government social research officer",67,"HEALTH_INSURANCE","2023-03-02"
279,"Bradley Johnson MD","rachel07@example.net","34173 Jennifer Freeway Apt. 152
Lake Melinda, MS 82816",50,"Male","Contracting civil engineer",68,"HEALTH_INSURANCE","2023-10-27"
2325,"Charles Gallagher","tammy66@example.org","18277 Erica Motorway Suite 806
Christopherchester, NE 64361",22,"Female","Cartographer",69,"AUTO_INSURANCE","2023-02-09"
2686,"Taylor Cooke","elizabeth85@example.net","358 Johnson Squares
Evansview, MT 37517",29,"Female","Trade union research officer",70,"LIFE_INSURANCE","2022-07-16"
7386,"Karen Pacheco","gabriel06@example.net","18718 Lewis Ramp Suite 677
Kiddberg, VT 95410",60,"Male","Health and safety adviser",71,"LIFE_INSURANCE","2024-01-09"
2553,"Michelle Scott","john15@example.net","2777 Dawn Ville Apt. 959
Smithland, ND 25013",22,"Female","Quarry manager",72,"AUTO_INSURANCE","2022-06-26"
2929,"Kenneth Hansen","qmorales@example.net","3934 Nina Islands
New Jennifer, DC 62960",21,"Male","Education officer, museum",73,"LIFE_INSURANCE","2023-06-13"
6435,"Mary Clements","whitemelissa@example.net","099 Sullivan Square Suite 380
Kingshire, AZ 10378",40,"Female","Corporate treasurer",74,"AUTO_INSURANCE","2023-05-25"
6734,"Thomas Roach","scottheidi@example.net","487 Blair Keys
Carneyhaven, MO 12007",59,"Female","Buyer, retail",75,"AUTO_INSURANCE","2023-08-10"
2141,"Stephanie Morgan","kelseyholt@example.net","1387 Brandon Walk Apt. 797
Lake Sydneymouth, LA 38562",52,"Male","Advertising copywriter",76,"HEALTH_INSURANCE","2022-12-02"
4184,"Richard Mcneil","houseanna@example.org","PSC 3881, Box 3831
APO AE 31506",45,"Female","Public librarian",77,"LIFE_INSURANCE","2023-09-03"
4629,"Faith Ayala","robin30@example.net","35002 Fuller Via
East Ryanburgh, SD 67907",43,"Female","Accommodation manager",78,"HEALTH_INSURANCE","2022-08-29"
4444,"Dana Adams","ytorres@example.org","81671 Jeffrey Isle
Lake Melindaborough, IL 04804",61,"Female","Pension scheme manager",79,"LIFE_INSURANCE","2023-07-20"
4045,"Pamela Thompson","juliegreen@example.com","342 Walter Rapid Suite 495
Ramirezburgh, VT 55482",47,"Male","Scientist, physiological",80,"AUTO_INSURANCE","2022-04-02"
4986,"William Farley","christopher15@example.com","9645 Donna Hills Apt. 290
Joshuatown, CA 47432",57,"Female","Adult guidance worker",81,"HEALTH_INSURANCE","2024-03-01"
567,"Sabrina Arellano","robertcoffey@example.org","13476 Christopher Mission Apt. 207
Dustinhaven, NM 71430",46,"Female","Scientist, marine",82,"LIFE_INSURANCE","2024-03-16"
5857,"Michelle Miller","kbryan@example.org","USS Thomas
FPO AP 49147",42,"Male","Theatre director",83,"HEALTH_INSURANCE","2022-04-18"
3539,"Diana Thompson","sheamaria@example.org","89357 Rose Plains Suite 496
South Ericfort, IN 90897",51,"Female","Scientist, water quality",84,"AUTO_INSURANCE","2023-09-28"
255,"Gary Jimenez","harrelljennifer@example.org","0179 Bobby Landing Suite 243
Stacyberg, PA 43409",18,"Female","Health physicist",85,"HEALTH_INSURANCE","2023-09-26"
8593,"Lauren Benson","ldavis@example.org","Unit 4690 Box 7306
DPO AA 42657",23,"Male","Civil Service fast streamer",86,"HEALTH_INSURANCE","2023-02-10"
7953,"James Cook","fchan@example.net","02613 Gibbs Bridge
Juliechester, IL 80803",41,"Male","Government social research officer",87,"LIFE_INSURANCE","2024-03-10"
8463,"James Smith","wellsmichael@example.net","5950 Sabrina Field Apt. 737
Deanfort, CA 36671",23,"Male","Banker",88,"HEALTH_INSURANCE","2023-07-11"
6875,"Jennifer Hamilton","brian36@example.com","368 Brian Fields
North Juan, OH 76375",26,"Male","Equities trader",89,"LIFE_INSURANCE","2023-07-06"
5417,"Jermaine Garcia","jamie07@example.net","304 Nicholas Plaza
East Saraside, WY 29137",18,"Male","Recruitment consultant",90,"LIFE_INSURANCE","2023-02-12"
7500,"Phillip Harris","powelljason@example.net","43695 Michael Way
Wilsonview, AR 22909",59,"Female","Counsellor",91,"HEALTH_INSURANCE","2024-03-01"
6898,"Daniel Wilson","esparzalisa@example.org","803 Turner Divide
Port Elizabethchester, FM 04792",59,"Male","Editor, commissioning",92,"HEALTH_INSURANCE","2022-05-31"
5057,"Melissa Castillo","cbush@example.org","81663 Campbell Orchard
Antonioport, SD 76421",19,"Female","Estate manager/land agent",93,"HEALTH_INSURANCE","2022-06-08"
6899,"Kelsey Adams","torreskaren@example.com","429 Wallace Common Suite 307
Sarahchester, IN 97063",26,"Female","Consulting civil engineer",94,"AUTO_INSURANCE","2024-01-11"
5879,"Brian Johnson","lneal@example.com","1843 Sabrina Throughway Suite 202
Lake Morgan, NJ 84811",29,"Female","Chief of Staff",95,"LIFE_INSURANCE","2024-01-27"
3242,"Tammy Romero","kevinmartinez@example.org","81882 Andrew Row Apt. 735
New Carolyn, NE 05126",65,"Male","Dance movement psychotherapist",96,"HEALTH_INSURANCE","2022-08-25"
5898,"Nathan Pratt","xrichardson@example.org","397 Jonathan Crescent Apt. 917
Lawrencetown, MI 30953",30,"Female","Medical sales representative",97,"LIFE_INSURANCE","2022-04-19"
1950,"Stephen Strickland","hornkara@example.com","605 Richmond Bypass Apt. 862
East Marthafurt, LA 38192",45,"Female","Recruitment consultant",98,"HEALTH_INSURANCE","2023-07-26"
416,"Wayne Kane","gomezdiana@example.net","718 Austin Fort Apt. 500
Weaverberg, SC 12167",25,"Male","Building control surveyor",99,"LIFE_INSURANCE","2022-11-12"
176,"Julie Howard","fbaker@example.net","78862 Karen Fork
Brianbury, NH 23144",18,"Male","Conservator, furniture",100,"HEALTH_INSURANCE","2023-06-27"
6917,"Michael Vargas","mayala@example.net","72620 Harrison Brooks Apt. 519
Ronaldchester, GA 74726",47,"Male","Health and safety inspector",101,"HEALTH_INSURANCE","2023-08-17"
6138,"Maria Allen","millsandrew@example.com","5092 Martinez Extension
Fernandezburgh, MN 77903",24,"Female","Sports therapist",102,"LIFE_INSURANCE","2023-10-11"
6214,"Nicole Stafford","karen21@example.com","1958 Thompson Trafficway Suite 257
New Rebecca, RI 67700",33,"Female","Cytogeneticist",103,"AUTO_INSURANCE","2024-01-25"
8423,"Maria Patterson","jill11@example.com","780 Garcia Fort Suite 522
East Jonathanmouth, NE 36075",34,"Male","Museum/gallery curator",104,"HEALTH_INSURANCE","2023-12-12"
1644,"Lori Mitchell","cobblisa@example.com","PSC 6910, Box 2847
APO AE 54802",43,"Female","Biochemist, clinical",105,"AUTO_INSURANCE","2022-07-24"
9262,"Ian Owens","anita61@example.org","9846 Kevin Branch
Mathewhaven, VT 12651",45,"Male","Designer, interior/spatial",106,"LIFE_INSURANCE","2023-04-06"
4240,"Emily Kennedy","colleen31@example.com","9270 David Cliffs Suite 885
Port Kathleen, MH 89962",54,"Female","Designer, textile",107,"HEALTH_INSURANCE","2022-09-22"
1087,"Sherry Banks","christopher88@example.org","376 Christine Ports Suite 884
Lake Keithshire, AZ 43283",63,"Female","Control and instrumentation engineer",108,"AUTO_INSURANCE","2023-10-27"
1502,"Scott Moreno","sanchezashley@example.com","1383 Kelley Forge Suite 592
North Williamborough, MI 05575",35,"Female","Systems analyst",109,"HEALTH_INSURANCE","2022-08-03"
9190,"Scott Rojas","kyle09@example.org","00060 Oliver Crest
Johnsonburgh, SC 06251",45,"Female","Tour manager",110,"LIFE_INSURANCE","2022-03-24"
2987,"Matthew Morrison","qcummings@example.com","49532 Nicholas Crest Apt. 876
East Robertfurt, OK 43651",38,"Female","Logistics and distribution manager",111,"AUTO_INSURANCE","2023-11-16"
3567,"Heather Morgan","shellymorris@example.org","48689 Coleman Walk Suite 160
Hannahberg, ID 43293",28,"Male","Programmer, multimedia",112,"HEALTH_INSURANCE","2023-08-09"
4417,"Jeremy Allen","smithjose@example.org","3902 Bush Valleys Apt. 745
Lake Danbury, OK 77103",20,"Male","Designer, blown glass/stained glass",113,"AUTO_INSURANCE","2023-10-28"
4560,"Alexa Bautista","rojasjoshua@example.com","546 Smith Gardens
New Samantha, VA 58121",51,"Female","Maintenance engineer",114,"AUTO_INSURANCE","2022-09-07"
7269,"Jessica Lambert","thomasjulie@example.org","8048 King Plain
Debbieland, DE 59286",47,"Male","Risk analyst",115,"HEALTH_INSURANCE","2022-11-02"
671,"Leslie Lutz MD","ynunez@example.org","0494 Heidi Manors Suite 901
Port Catherinemouth, MI 52816",62,"Male","Recruitment consultant",116,"HEALTH_INSURANCE","2023-03-11"
3137,"Diane Harris","rlara@example.org","9241 Cook Rapid Apt. 044
Turnerland, IA 71420",21,"Male","Architectural technologist",117,"AUTO_INSURANCE","2022-10-20"
199,"Carrie Reed","ilewis@example.org","Unit 8979 Box 7380
DPO AA 68976",53,"Male","Interpreter",118,"HEALTH_INSURANCE","2023-10-23"
5572,"Richard Daniel","alexanderchristopher@example.org","178 Larsen Loop Suite 373
North Alexandraburgh, ND 75356",22,"Male","Engineer, materials",119,"AUTO_INSURANCE","2022-12-12"
94,"Joseph Reynolds","watsonnathaniel@example.net","362 Cook Ville
Kimberlytown, NH 38349",45,"Female","Commercial art gallery manager",120,"LIFE_INSURANCE","2022-06-06"
9935,"Norma Miller","thomaskayla@example.org","1782 Shannon Centers
North Tannershire, MH 95813",60,"Female","Textile designer",121,"HEALTH_INSURANCE","2023-11-18"
7015,"Krystal Ward","feliciahansen@example.org","6091 Deborah Lane
East Lisaview, NM 89615",34,"Male","Advertising account executive",122,"HEALTH_INSURANCE","2023-03-09"
1025,"Taylor Meyer","peggyhernandez@example.com","0303 Snyder Villages
Rojashaven, NH 75449",27,"Male","Television floor manager",123,"HEALTH_INSURANCE","2024-01-21"
7772,"Richard Quinn","audrey11@example.org","35359 Beck Lodge Suite 147
Cartermouth, RI 02934",18,"Male","Company secretary",124,"AUTO_INSURANCE","2024-02-06"
1291,"Patrick Jones","ashley50@example.org","027 Meyer Brooks
Alvarezside, NJ 02396",62,"Male","Ship broker",125,"AUTO_INSURANCE","2022-12-29"
1628,"Betty Blankenship","taylorbrittany@example.org","197 Mark Via Suite 661
New Lisa, ID 92377",58,"Male","Designer, ceramics/pottery",126,"HEALTH_INSURANCE","2023-12-21"
4904,"Timothy Smith","danielle89@example.org","2189 Brittany Summit Suite 342
Smithstad, NE 91030",38,"Male","Dispensing optician",127,"LIFE_INSURANCE","2024-02-05"
3607,"Nancy Brown","lisawhite@example.org","211 Bailey Street
Lake Debbie, MP 53931",23,"Male","Theatre manager",128,"LIFE_INSURANCE","2022-07-30"
4722,"Charles Miller","morrisonjohn@example.net","1235 Brown Ferry
Lake Tina, ND 14607",48,"Female","Clinical research associate",129,"LIFE_INSURANCE","2023-06-28"
9287,"Michael Harrison","alyssa24@example.com","110 Anna Plaza Suite 718
East Michelleborough, MO 36726",34,"Male","Ship broker",130,"HEALTH_INSURANCE","2022-04-16"
1802,"Annette Stephens","luisfuller@example.com","037 Helen Hills Suite 550
Johnmouth, WV 91642",46,"Male","Chemist, analytical",131,"AUTO_INSURANCE","2023-08-29"
903,"Kathleen Evans","enelson@example.org","7306 Kristen Drive Suite 510
Frankfort, FM 83200",42,"Male","Horticultural consultant",132,"HEALTH_INSURANCE","2023-03-24"
2181,"Steven Davis","jamesedwards@example.org","738 Perez Fields
Millerview, MT 52616",62,"Male","Clinical cytogeneticist",133,"HEALTH_INSURANCE","2022-10-27"
2987,"Matthew Morrison","qcummings@example.com","49532 Nicholas Crest Apt. 876
East Robertfurt, OK 43651",38,"Female","Logistics and distribution manager",134,"LIFE_INSURANCE","2024-01-18"
558,"Danny Bennett","ebird@example.net","3611 Daniels Extensions
Lake Lisamouth, CT 53624",18,"Male","Scientist, physiological",135,"LIFE_INSURANCE","2022-07-11"
4194,"Robert Brown","mcarlson@example.org","607 Thomas Village Suite 888
East Melanietown, AL 02729",31,"Female","Estate agent",136,"HEALTH_INSURANCE","2023-01-13"
5781,"James Mann","tcortez@example.com","406 Patty Hills Suite 670
Jeffreyshire, GA 41311",18,"Female","Regulatory affairs officer",137,"AUTO_INSURANCE","2023-04-24"
5771,"Mr. James Vaughn","smithcatherine@example.org","610 Lisa Ports Suite 150
North Stephaniemouth, AS 26989",48,"Female","Bookseller",138,"HEALTH_INSURANCE","2022-04-08"
6618,"Jason Huynh","walkerstacey@example.com","750 Rodriguez Via
Jamesberg, VT 47743",34,"Female","Hydrologist",139,"HEALTH_INSURANCE","2022-12-30"
621,"Glenn Graham","antoniohaas@example.com","337 Parker Shoals Suite 105
East Dwaynetown, NC 47372",64,"Female","Planning and development surveyor",140,"AUTO_INSURANCE","2022-12-08"
6846,"Henry Ruiz","ggreen@example.com","34449 Tammy Neck Apt. 779
Lake Michelle, HI 35611",18,"Male","Accounting technician",141,"HEALTH_INSURANCE","2022-12-20"
2081,"Alexis Taylor","mcdowellbrittany@example.net","8548 Thompson Valley Apt. 480
South Dawnmouth, LA 48063",34,"Female","IT technical support officer",142,"AUTO_INSURANCE","2023-01-12"
6636,"Brian Brown","jimjohnson@example.net","751 Jennifer Knolls Suite 388
East Suzanneborough, CO 91109",52,"Male","Minerals surveyor",143,"LIFE_INSURANCE","2023-06-26"
5777,"Michael James","andrew07@example.net","Unit 2546 Box 5018
DPO AP 56979",36,"Male","Conservator, furniture",144,"LIFE_INSURANCE","2022-05-17"
2442,"Teresa Nguyen","asmith@example.org","8669 Vang Crest
Stephaniefort, MT 04071",40,"Female","Marine scientist",145,"LIFE_INSURANCE","2024-01-19"
5548,"Mark Christensen","brownsusan@example.org","812 Eric Courts Apt. 367
New Sarah, KY 35192",25,"Female","Runner, broadcasting/film/video",146,"LIFE_INSURANCE","2023-10-31"
9436,"Robert Patel","lindafritz@example.net","675 Michelle Place
Port Garyfort, NE 14311",43,"Male","Arts development officer",147,"LIFE_INSURANCE","2022-06-23"
6530,"Tiffany Paul","nkelly@example.com","098 Michael Burg
Timothystad, PA 26128",57,"Female","Retail buyer",148,"AUTO_INSURANCE","2022-10-01"
2315,"Francisco Hodges","cordovamatthew@example.com","0304 Acevedo Heights
Holtfort, MA 07116",35,"Female","Industrial buyer",149,"HEALTH_INSURANCE","2022-04-05"
6334,"Daniel Cross","castilloscott@example.org","44857 Yoder Walks Suite 427
Jamestown, NJ 58780",30,"Female","Public relations officer",150,"AUTO_INSURANCE","2023-04-01"
8813,"Monique Wells","johnclark@example.org","40340 Wilcox Extension Suite 025
Patrickville, RI 29154",42,"Male","Structural engineer",151,"AUTO_INSURANCE","2022-07-31"
1652,"Brandy Miles","astevenson@example.com","618 Madden Pine
South Danielle, CO 42077",21,"Female","Scientist, forensic",152,"LIFE_INSURANCE","2023-07-17"
3575,"Deanna Mitchell","jonescarrie@example.com","1959 Kelly Station Apt. 013
North Eric, OK 33296",26,"Male","Nature conservation officer",153,"AUTO_INSURANCE","2022-10-03"
505,"Christopher Hayes","cameronharris@example.com","09518 Marco Walk Apt. 502
East Louisport, RI 56787",49,"Male","Financial adviser",154,"LIFE_INSURANCE","2024-01-03"
8688,"Renee Wang","swiley@example.net","0514 Emily Port Apt. 658
Monroebury, PW 97386",41,"Female","Automotive engineer",155,"LIFE_INSURANCE","2024-02-13"
8175,"Michael Bradley","ksmith@example.org","USCGC Villegas
FPO AA 19133",28,"Male","Buyer, retail",156,"AUTO_INSURANCE","2023-02-09"
3884,"Donna Brooks","angelawilson@example.org","6310 Samantha Spurs Apt. 320
Mendezville, VI 35351",62,"Female","Dealer",157,"HEALTH_INSURANCE","2023-06-05"
2230,"Joseph Ruiz","vatkins@example.org","2004 Garcia Shoals
Phillipfort, MS 59112",63,"Male","Learning disability nurse",158,"HEALTH_INSURANCE","2024-01-10"
9288,"Amanda Sanchez","beth31@example.org","0992 Robert Groves
New Gregorymouth, MH 78658",48,"Female","Engineer, manufacturing systems",159,"AUTO_INSURANCE","2023-05-17"
4356,"Robert Saunders","katherine20@example.com","3145 Moore Views
Port Alisha, ND 06835",41,"Male","Broadcast journalist",160,"LIFE_INSURANCE","2023-05-24"
7267,"Heather Young","andrea39@example.com","4533 Simmons Forge Apt. 329
Whitakerfurt, MA 21856",33,"Female","Government social research officer",161,"HEALTH_INSURANCE","2023-02-04"
